csv_name,column_name,type,required,min,max,allowed_values,foreign_key,notes
school_archetypes.csv,portal_aggression,number,1,,,,,V11.6.3 schema contract; required; type=number.
school_archetypes.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
school_overrides_curated.csv,school_id,string,1,,,,schools_master.school_id,V11.6.3 schema contract; required; type=string; foreign key enforced.
school_overrides_curated.csv,field,string,1,,,,,V11.6.3 schema contract; required; type=string.
school_overrides_curated.csv,value,number,1,,,,,V11.6.3 schema contract; required; type=number.
school_overrides_curated.csv,reason,string,1,,,,,V11.6.3 schema contract; required; type=string.
school_overrides_manual_top_programs.csv,school_id,string,1,,,,schools_master.school_id,V11.6.3 schema contract; required; type=string; foreign key enforced.
school_overrides_manual_top_programs.csv,prestige_override,number,1,,,,,V11.6.3 schema contract; required; type=number.
school_overrides_manual_top_programs.csv,recruiting_power_override,number,1,,,,,V11.6.3 schema contract; required; type=number.
school_overrides_manual_top_programs.csv,nil_power_override,number,1,,,,,V11.6.3 schema contract; required; type=number.
school_overrides_manual_top_programs.csv,development_override,number,1,,,,,V11.6.3 schema contract; required; type=number.
school_overrides_manual_top_programs.csv,reason,string,1,,,,,V11.6.3 schema contract; required; type=string.
school_class_size_ranges.csv,subdivision_level,string,1,,,FBS_POWER|FBS_G5|FCS_TOP|FCS_LOW|OTHER,,V11.6.3 schema contract; required; type=string; enum enforced.
school_class_size_ranges.csv,min_signings,number,1,,,,,V11.6.3 schema contract; required; type=number.
school_class_size_ranges.csv,target_signings,number,1,,,,,V11.6.3 schema contract; required; type=number.
school_class_size_ranges.csv,max_signings,number,1,,,,,V11.6.3 schema contract; required; type=number.
school_class_size_ranges.csv,walkon_target,number,1,,,,,V11.6.3 schema contract; required; type=number.
state_talent_weights.csv,state,string,1,,,,,V11.6.3 schema contract; required; type=string.
state_talent_weights.csv,state_name,string,1,,,,,V11.6.3 schema contract; required; type=string.
state_talent_weights.csv,talent_weight,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
state_talent_weights.csv,nfhs_participants,string,0,,,,,V11.6.3 schema contract; optional; type=string.
state_talent_weights.csv,region,string,1,,,,,V11.6.3 schema contract; required; type=string.
state_talent_weights.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
position_distribution.csv,position_group,string,1,,,QB|RB|WR|TE|OT|IOL|EDGE|IDL|LB|CB|S|K|P|ATH|ST|DEFAULT,,V11.6.3 schema contract; required; type=string; enum enforced.
position_distribution.csv,spawn_pct,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
position_distribution.csv,athlete_reclass_pct,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
position_distribution.csv,height_mu,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution.csv,height_sigma,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution.csv,weight_mu,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
position_distribution.csv,weight_sigma,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
position_distribution_rules.csv,tier,string,1,,,,,V11.6.3 schema contract; required; type=string.
position_distribution_rules.csv,qb_min,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution_rules.csv,rb_min,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution_rules.csv,wr_min,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution_rules.csv,te_min,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution_rules.csv,ol_min,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution_rules.csv,dl_min,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution_rules.csv,lb_min,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution_rules.csv,db_min,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution_rules.csv,spec_min,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_distribution_rules.csv,ath_target,number,1,,,,,V11.6.3 schema contract; required; type=number.
position_group_conversion.csv,source_group,string,1,,,,,V11.6.3 schema contract; required; type=string.
position_group_conversion.csv,stage,string,1,,,,,V11.6.3 schema contract; required; type=string.
position_group_conversion.csv,allowed_final_repo_positions,string,1,,,,,V11.6.3 schema contract; required; type=string.
position_group_conversion.csv,default_weights_json,json,1,,,,,V11.6.3 schema contract; required; type=json.
position_group_conversion.csv,hard_rule,string,1,,,,,V11.6.3 schema contract; required; type=string.
position_group_conversion.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
ath_conversion_rules.csv,ath_bucket,string,1,,,,,V11.6.3 schema contract; required; type=string.
ath_conversion_rules.csv,height_min_in,number,1,,,,,V11.6.3 schema contract; required; type=number.
ath_conversion_rules.csv,height_max_in,number,1,,,,,V11.6.3 schema contract; required; type=number.
ath_conversion_rules.csv,weight_min_lb,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
ath_conversion_rules.csv,weight_max_lb,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
ath_conversion_rules.csv,primary_map,string,1,,,,,V11.6.3 schema contract; required; type=string.
ath_conversion_rules.csv,secondary_map,string,1,,,,,V11.6.3 schema contract; required; type=string.
ath_conversion_rules.csv,speed_bias,number,1,,,,,V11.6.3 schema contract; required; type=number.
ath_conversion_rules.csv,position_vector,string,1,,,,,V11.6.3 schema contract; required; type=string.
position_selector_aliases.csv,alias,string,1,,,,,V11.6.3 schema contract; required; type=string.
position_selector_aliases.csv,canonical_selector,string,1,,,,,V11.6.3 schema contract; required; type=string.
position_selector_aliases.csv,selector_type,string,1,,,,,V11.6.3 schema contract; required; type=string.
position_selector_aliases.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
rating_aliases.csv,alias,string,1,,,,,V11.6.3 schema contract; required; type=string.
rating_aliases.csv,canonical_rating,string,1,,,,,V11.6.3 schema contract; required; type=string.
rating_input_mapping.csv,position_group,string,1,,,QB|RB|WR|TE|OT|IOL|EDGE|IDL|LB|CB|S|K|P|ATH|ST|DEFAULT,,V11.6.3 schema contract; required; type=string; enum enforced.
rating_input_mapping.csv,formula,string,1,,,,,V11.6.3 schema contract; required; type=string.
rating_input_mapping.csv,rating_key,string,1,,,,,V11.6.3 schema contract; required; type=string.
rating_input_mapping.csv,weight,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
rating_input_mapping.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
formula_input_defaults.csv,formula,string,1,,,,,V11.6.3 schema contract; required; type=string.
formula_input_defaults.csv,input_name,string,1,,,,,V11.6.3 schema contract; required; type=string.
formula_input_defaults.csv,default_value,number,1,,,,,V11.6.3 schema contract; required; type=number.
formula_input_defaults.csv,allowed_fallback,boolean,1,,,,,V11.6.3 schema contract; required; type=boolean.
formula_input_defaults.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
star_distribution.csv,class_size,number,1,,,,,V11.6.3 schema contract; required; type=number.
star_distribution.csv,stars_5,number,1,,,,,V11.6.3 schema contract; required; type=number.
star_distribution.csv,stars_4,number,1,,,,,V11.6.3 schema contract; required; type=number.
star_distribution.csv,stars_3,number,1,,,,,V11.6.3 schema contract; required; type=number.
star_distribution.csv,stars_2_or_unranked,number,1,,,,,V11.6.3 schema contract; required; type=number.
star_distribution.csv,source_basis,string,1,,,,,V11.6.3 schema contract; required; type=string.
player_personality_archetypes.csv,personality,string,1,,,,,V11.6.3 schema contract; required; type=string.
player_personality_archetypes.csv,work_ethic_mult,number,1,,,,,V11.6.3 schema contract; required; type=number.
player_personality_archetypes.csv,coachability_mult,number,1,,,,,V11.6.3 schema contract; required; type=number.
player_personality_archetypes.csv,nil_sensitivity,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
player_personality_archetypes.csv,playing_time_sensitivity,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
player_personality_archetypes.csv,distance_sensitivity,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
player_personality_archetypes.csv,loyalty_mult,number,1,,,,,V11.6.3 schema contract; required; type=number.
player_personality_archetypes.csv,decommit_risk_mult,number,1,,,,,V11.6.3 schema contract; required; type=number.
player_personality_archetypes.csv,portal_risk_mult,number,1,,,,,V11.6.3 schema contract; required; type=number.
player_personality_archetypes.csv,early_declare_aggression,number,1,,,,,V11.6.3 schema contract; required; type=number.
player_personality_archetypes.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
development_yearly_curves.csv,position_group,string,1,,,QB|RB|WR|TE|OT|IOL|EDGE|IDL|LB|CB|S|K|P|ATH|ST|DEFAULT,,V11.6.3 schema contract; required; type=string; enum enforced.
development_yearly_curves.csv,year1_gain,number,1,,,,,V11.6.3 schema contract; required; type=number.
development_yearly_curves.csv,year2_gain,number,1,,,,,V11.6.3 schema contract; required; type=number.
development_yearly_curves.csv,year3_gain,number,1,,,,,V11.6.3 schema contract; required; type=number.
development_yearly_curves.csv,year4_gain,number,1,,,,,V11.6.3 schema contract; required; type=number.
development_yearly_curves.csv,playing_time_weight,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
development_yearly_curves.csv,redshirt_weight,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
development_yearly_curves.csv,source_basis,string,1,,,,,V11.6.3 schema contract; required; type=string.
yearly_progression_gates.csv,gate_id,string,1,,,,,V11.6.3 schema contract; required; type=string.
yearly_progression_gates.csv,applies_to_class,string,1,,,,,V11.6.3 schema contract; required; type=string.
yearly_progression_gates.csv,max_single_year_gain,number,1,,,,,V11.6.3 schema contract; required; type=number.
yearly_progression_gates.csv,breakout_exception_allowed,number,1,,,,,V11.6.3 schema contract; required; type=number.
yearly_progression_gates.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
staff_effects.csv,staff_component,string,1,,,,,V11.6.3 schema contract; required; type=string.
staff_effects.csv,affected_system,string,1,,,,,V11.6.3 schema contract; required; type=string.
staff_effects.csv,effect_weight,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
staff_effects.csv,min_effect,number,1,,,,,V11.6.3 schema contract; required; type=number.
staff_effects.csv,max_effect,number,1,,,,,V11.6.3 schema contract; required; type=number.
staff_effects.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
roster_templates.csv,template_id,number,1,,,,,V11.6.3 schema contract; required; type=number.
roster_templates.csv,subdivision_level,string,1,,,FBS_POWER|FBS_G5|FCS_TOP|FCS_LOW|OTHER,,V11.6.3 schema contract; required; type=string; enum enforced.
roster_templates.csv,roster_size,number,1,,,,,V11.6.3 schema contract; required; type=number.
roster_templates.csv,scholarship_limit,number,1,,,,,V11.6.3 schema contract; required; type=number.
roster_templates.csv,walkon_soft_cap,number,1,,,,,V11.6.3 schema contract; required; type=number.
roster_templates.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
roster_position_targets.csv,template_id,number,1,,,,,V11.6.3 schema contract; required; type=number.
roster_position_targets.csv,final_position,string,1,,,QB|RB|WR|TE|LT|LG|C|RG|RT|EDGE|DL|LB|CB|S|K|P,,V11.6.3 schema contract; required; type=string; enum enforced.
roster_position_targets.csv,target_count,number,1,,,,,V11.6.3 schema contract; required; type=number.
roster_position_targets.csv,min_count,number,1,,,,,V11.6.3 schema contract; required; type=number.
roster_position_targets.csv,max_count,number,1,,,,,V11.6.3 schema contract; required; type=number.
walk_on_generation_rules.csv,subdivision_level,string,1,,,FBS_POWER|FBS_G5|FCS_TOP|FCS_LOW|OTHER,,V11.6.3 schema contract; required; type=string; enum enforced.
walk_on_generation_rules.csv,walkon_quality_mean,number,1,,,,,V11.6.3 schema contract; required; type=number.
walk_on_generation_rules.csv,walkon_quality_sigma,number,1,,,,,V11.6.3 schema contract; required; type=number.
walk_on_generation_rules.csv,preferred_local_pct,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
walk_on_generation_rules.csv,max_stars,number,1,,,,,V11.6.3 schema contract; required; type=number.
depth_chart_weights.csv,position_group,string,1,,,QB|RB|WR|TE|OT|IOL|EDGE|IDL|LB|CB|S|K|P|ATH|ST|DEFAULT,,V11.6.3 schema contract; required; type=string; enum enforced.
depth_chart_weights.csv,overall,number,1,0,100,,,V11.6.3 schema contract; required; type=number; range=0..100.
depth_chart_weights.csv,position_fit,number,1,,,,,V11.6.3 schema contract; required; type=number.
depth_chart_weights.csv,experience,number,1,,,,,V11.6.3 schema contract; required; type=number.
depth_chart_weights.csv,coach_trust,number,1,,,,,V11.6.3 schema contract; required; type=number.
depth_chart_weights.csv,scheme_fit,number,1,,,,,V11.6.3 schema contract; required; type=number.
depth_chart_weights.csv,recent_form,number,1,,,,,V11.6.3 schema contract; required; type=number.
depth_chart_weights.csv,promise_pressure,number,1,,,,,V11.6.3 schema contract; required; type=number.
depth_chart_weights.csv,injury_readiness,number,1,,,,,V11.6.3 schema contract; required; type=number.
depth_chart_weights.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
snap_share_rules.csv,position_group,string,1,,,QB|RB|WR|TE|OT|IOL|EDGE|IDL|LB|CB|S|K|P|ATH|ST|DEFAULT,,V11.6.3 schema contract; required; type=string; enum enforced.
snap_share_rules.csv,starter_share,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
snap_share_rules.csv,rotation_depth,number,1,,,,,V11.6.3 schema contract; required; type=number.
snap_share_rules.csv,fatigue_sensitivity,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
snap_share_rules.csv,blowout_backup_share,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
calendar_events.csv,event_id,string,1,,,,,V11.6.3 schema contract; required; type=string.
calendar_events.csv,phase,string,1,,,,,V11.6.3 schema contract; required; type=string.
calendar_events.csv,month,number,1,,,,,V11.6.3 schema contract; required; type=number.
calendar_events.csv,day_start,number,1,,,,,V11.6.3 schema contract; required; type=number.
calendar_events.csv,day_end,number,1,,,,,V11.6.3 schema contract; required; type=number.
calendar_events.csv,week_hint,number,1,,,,,V11.6.3 schema contract; required; type=number.
calendar_events.csv,applies_to,string,1,,,,,V11.6.3 schema contract; required; type=string.
calendar_events.csv,hard_gate,boolean,1,,,,,V11.6.3 schema contract; required; type=boolean.
calendar_events.csv,description,string,0,,,,,V11.6.3 schema contract; optional; type=string.
calendar_events.csv,engine_effect,string,1,,,,,V11.6.3 schema contract; required; type=string.
recruiting_calendar.csv,week,number,1,,,,,V11.6.3 schema contract; required; type=number.
recruiting_calendar.csv,phase,string,1,,,,,V11.6.3 schema contract; required; type=string.
recruiting_calendar.csv,allowed_actions,string,1,,,,,V11.6.3 schema contract; required; type=string.
recruiting_calendar.csv,commitment_pressure,number,1,,,,,V11.6.3 schema contract; required; type=number.
recruiting_calendar.csv,visit_bonus,number,1,,,,,V11.6.3 schema contract; required; type=number.
recruit_interest_weights.csv,component,string,1,,,,,V11.6.3 schema contract; required; type=string.
recruit_interest_weights.csv,weight,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
recruit_interest_weights.csv,min_effect,number,1,,,,,V11.6.3 schema contract; required; type=number.
recruit_interest_weights.csv,max_effect,number,1,,,,,V11.6.3 schema contract; required; type=number.
recruit_interest_weights.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
recruiting_pipeline_state_weights.csv,pipeline_type,string,1,,,,,V11.6.3 schema contract; required; type=string.
recruiting_pipeline_state_weights.csv,same_state_bonus,number,1,,,,,V11.6.3 schema contract; required; type=number.
recruiting_pipeline_state_weights.csv,border_state_bonus,number,1,,,,,V11.6.3 schema contract; required; type=number.
recruiting_pipeline_state_weights.csv,regional_bonus,number,1,,,,,V11.6.3 schema contract; required; type=number.
recruiting_pipeline_state_weights.csv,national_penalty,number,1,,,,,V11.6.3 schema contract; required; type=number.
promise_types.csv,promise_type,string,1,,,,,V11.6.3 schema contract; required; type=string.
promise_types.csv,fulfillment_rule,string,1,,,,,V11.6.3 schema contract; required; type=string.
promise_types.csv,target_value,number,1,,,,,V11.6.3 schema contract; required; type=number.
promise_types.csv,evaluation_window,string,1,,,,,V11.6.3 schema contract; required; type=string.
promise_types.csv,broken_severity,number,1,,,,,V11.6.3 schema contract; required; type=number.
promise_types.csv,morale_impact,number,1,,,,,V11.6.3 schema contract; required; type=number.
promise_types.csv,portal_impact,number,1,,,,,V11.6.3 schema contract; required; type=number.
promise_types.csv,school_reputation_impact,number,1,,,,,V11.6.3 schema contract; required; type=number.
morale_model_weights.csv,component,string,1,,,,,V11.6.3 schema contract; required; type=string.
morale_model_weights.csv,weight,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
morale_model_weights.csv,min_effect,number,1,,,,,V11.6.3 schema contract; required; type=number.
morale_model_weights.csv,max_effect,number,1,,,,,V11.6.3 schema contract; required; type=number.
morale_model_weights.csv,description,string,0,,,,,V11.6.3 schema contract; optional; type=string.
morale_model_weights.csv,affects,string,1,,,,,V11.6.3 schema contract; required; type=string.
morale_model_weights.csv,source_basis,string,1,,,,,V11.6.3 schema contract; required; type=string.
morale_promise_params.csv,driver,string,1,,,,,V11.6.3 schema contract; required; type=string.
morale_promise_params.csv,weight,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
morale_promise_params.csv,good_threshold,number,1,,,,,V11.6.3 schema contract; required; type=number.
morale_promise_params.csv,bad_threshold,number,1,,,,,V11.6.3 schema contract; required; type=number.
morale_promise_params.csv,transfer_trigger_bonus,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_base_rates.csv,event_type,string,1,,,,,V11.6.3 schema contract; required; type=string.
injury_base_rates.csv,position_group,string,1,,,QB|RB|WR|TE|OT|IOL|EDGE|IDL|LB|CB|S|K|P|ATH|ST|DEFAULT,,V11.6.3 schema contract; required; type=string; enum enforced.
injury_base_rates.csv,base_daily_risk,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_base_rates.csv,contact_level,string,1,,,,,V11.6.3 schema contract; required; type=string.
injury_base_rates.csv,load_sensitivity,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
injury_base_rates.csv,repeat_injury_mult,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_family_params.csv,injury_family,string,1,,,,,V11.6.3 schema contract; required; type=string.
injury_family_params.csv,base_recurrence_pct,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
injury_family_params.csv,games_missed_mean,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_family_params.csv,perm_speed_penalty,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_family_params.csv,perm_strength_penalty,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_family_params.csv,perm_awareness_penalty,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_family_params.csv,durability_penalty,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_family_params.csv,draft_medical_penalty,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_family_params.csv,position_sensitivity,string,1,,,,,V11.6.3 schema contract; required; type=string.
injury_recurrence.csv,injury_family,string,1,,,,,V11.6.3 schema contract; required; type=string.
injury_recurrence.csv,recurrence_mult,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_recurrence.csv,permanent_athletic_loss_chance,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_recurrence.csv,potential_loss_min,number,1,0,100,,,V11.6.3 schema contract; required; type=number; range=0..100.
injury_recurrence.csv,potential_loss_max,number,1,0,100,,,V11.6.3 schema contract; required; type=number; range=0..100.
injury_recurrence.csv,position_sensitivity,string,1,,,,,V11.6.3 schema contract; required; type=string.
injury_recurrence.csv,recovery_bank_mult,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_recurrence.csv,draft_medical_penalty_min,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_recurrence.csv,draft_medical_penalty_max,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_recurrence.csv,notes,string,0,,,,,V11.6.3 schema contract; optional; type=string.
injury_severity_distribution.csv,injury_family,string,1,,,,,V11.6.3 schema contract; required; type=string.
injury_severity_distribution.csv,severity,string,1,,,,,V11.6.3 schema contract; required; type=string.
injury_severity_distribution.csv,probability,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
injury_severity_distribution.csv,min_days,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_severity_distribution.csv,max_days,number,1,,,,,V11.6.3 schema contract; required; type=number.
injury_severity_distribution.csv,season_ending_prob,number,1,0,1,,,V11.6.3 schema contract; required; type=number; range=0..1.
college_production_weights.csv,position_group,string,1,,,QB|RB|WR|TE|OT|IOL|EDGE|IDL|LB|CB|S|K|P|ATH|ST|DEFAULT,,V11.6.3 schema contract; required; type=string; enum enforced.
college_production_weights.csv,overall_weight,number,1,0,100,,,V11.6.3 schema contract; required; type=number; range=0..100.
